date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:26:22%20GMT	http://keydesign-themes.com/intact/corporate/?p=7	D:/techlopers/keydesign-themes.com/intact/corporate/indexc4f7.html	(from http://keydesign-themes.com/intact/corporate/home/services-we-provide/)
11:56:25	2416/2416	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:26:22%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Four-offices%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed058e	(from http://keydesign-themes.com/intact/corporate/home/our-offices/)
11:56:25	5814/5814	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/author/admin/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/author/admin/feed/index.html	(from http://keydesign-themes.com/intact/corporate/author/admin/)
11:56:26	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:26:22%20GMT	http://keydesign-themes.com/intact/corporate/home/our-offices/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/home/our-offices/linkid.js	(from http://keydesign-themes.com/intact/corporate/home/our-offices/)
11:56:27	5832/5832	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/category/uncategorized/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/category/uncategorized/feed/index.html	(from http://keydesign-themes.com/intact/corporate/category/uncategorized/)
11:56:28	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:26:25%20GMT	http://keydesign-themes.com/intact/corporate/2016/02/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/2016/02/linkid.js	(from http://keydesign-themes.com/intact/corporate/2016/02/)
11:56:28	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-51304f1053300%22	http://keydesign-themes.com/intact/corporate/wp-admin/images/wordpress-logo.svg?ver=20131107	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/images/wordpress-logo7d6b.svg	(from http://keydesign-themes.com/intact/corporate/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.1)
11:56:29	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-4f24a267bec80%22	http://keydesign-themes.com/intact/corporate/wp-admin/images/w-logo-blue.png?ver=20131202	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/images/w-logo-blue7a53.png	(from http://keydesign-themes.com/intact/corporate/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.1)
11:56:29	22449/22449	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257b1-52e5cc08eb480-gzip%22	http://keydesign-themes.com/intact/corporate/wp-includes/fonts/dashicons.eot	D:/techlopers/keydesign-themes.com/intact/corporate/wp-includes/fonts/dashicons.eot	(from http://keydesign-themes.com/intact/corporate/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.1)
11:56:29	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2009%20Aug%202017%2006:26:27%20GMT	http://keydesign-themes.com/intact/corporate/wp-admin/	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/index.html	(from http://keydesign-themes.com/intact/corporate/wp-login.php)
11:56:31	2254/2254	---M--	200	added ('OK')	image/gif	etag:%228ce-50686fe192b80%22	http://keydesign-themes.com/intact/corporate/wp-admin/images/loading.gif	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/images/loading.gif	(from http://keydesign-themes.com/intact/corporate/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.1)
11:56:32	50576/50576	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:26:27%20GMT	http://keydesign-themes.com/intact/corporate/stand-out-venues/?replytocom=4	D:/techlopers/keydesign-themes.com/intact/corporate/stand-out-venues/index21b4.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:56:32	3386/3386	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/technology/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/technology/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/technology/)
11:56:33	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:26:28%20GMT	http://keydesign-themes.com/intact/corporate/technology-upgraded/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/technology-upgraded/linkid.js	(from http://keydesign-themes.com/intact/corporate/technology-upgraded/)
11:56:33	2551/2551	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:26:30%20GMT	http://keydesign-themes.com/intact/corporate/wp-login.php?redirect_to=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fwp-admin%2F%26reauth=1	D:/techlopers/keydesign-themes.com/intact/corporate/wp-loginba54.html	(from http://keydesign-themes.com/intact/corporate/wp-admin/)
